,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2271885,2271885,06-Apr-22,Texas,Burkburnett,600 block of Glendale St,1.0,0.0,False,False,True,False,2022,2,4,14,2
2272836,2272836,06-Apr-22,Tennessee,Nashville,Robwood Dr,1.0,0.0,False,False,True,False,2022,2,4,14,2
2272924,2272924,06-Apr-22,Kentucky,Erlanger,3200 block of Riggs Ave,0.0,1.0,False,True,False,False,2022,2,4,14,2
2273856,2273856,06-Apr-22,New Mexico,Clovis,1300 N Oak St,0.0,2.0,False,True,False,False,2022,2,4,14,2
2273153,2273153,06-Apr-22,California,San Bernardino,E Ralston Ave and N Lugo Ave,1.0,1.0,False,True,False,False,2022,2,4,14,2
2084796,2084796,06-Aug-21,Wisconsin,Milwaukee,518 N 28th St,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084681,2084681,06-Aug-21,Louisiana,Houma,300 Verret St,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084584,2084584,06-Aug-21,Ohio,Cincinnati,4900 block of Winneste Ave,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084639,2084639,06-Aug-21,Maryland,Pasadena,7800 block of Levy Ct,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084238,2084238,06-Aug-21,Wisconsin,Milwaukee,2528 N 41st St,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084700,2084700,06-Aug-21,Illinois,Chicago,3000 block of W Lawrence Ave,0.0,2.0,False,True,False,False,2021,3,8,31,4
2083923,2083923,06-Aug-21,Texas,Nacogdoches,3001 E J Campbell Blvd,0.0,2.0,False,True,False,False,2021,3,8,31,4
2083974,2083974,06-Aug-21,Illinois,Chicago,7000 block of S Merrill Ave,0.0,1.0,False,True,False,False,2021,3,8,31,4
2085223,2085223,06-Aug-21,Washington,Federal Way,35700 block of 16th Ave S,0.0,1.0,False,True,False,False,2021,3,8,31,4
2090686,2090686,06-Aug-21,Pennsylvania,Philadelphia,1000 block of Arrott St,0.0,1.0,False,True,False,False,2021,3,8,31,4
2084606,2084606,06-Aug-21,Pennsylvania,Philadelphia,500 block of Manheim St,0.0,1.0,True,False,True,False,2021,3,8,31,4
2084089,2084089,06-Aug-21,Alabama,Harvest,281 Blue Creek Dr,2.0,0.0,True,False,False,False,2021,3,8,31,4
2084889,2084889,06-Aug-21,Tennessee,Nashville,1000 block of 43rd Ave North,0.0,4.0,False,False,False,True,2021,3,8,31,4
2087669,2087669,06-Aug-21,Kansas,Caldwell,1500 block of S Blackstone Rd,1.0,0.0,False,True,True,False,2021,3,8,31,4
2084427,2084427,06-Aug-21,Illinois,Chicago,4000 block of W Washington Blvd,0.0,2.0,True,False,False,False,2021,3,8,31,4
2084313,2084313,06-Aug-21,Michigan,Lansing,1400 block of W Miller Rd,0.0,1.0,True,False,False,False,2021,3,8,31,4
2084804,2084804,06-Aug-21,Wisconsin,Milwaukee,N Bourbon St and W Fond Du Lac Ave,1.0,0.0,False,True,False,False,2021,3,8,31,4
2183667,2183667,06-Dec-21,Pennsylvania,Philadelphia,1500 block of N 29th St,0.0,4.0,False,True,False,True,2021,4,12,49,0
2184845,2184845,06-Dec-21,Wisconsin,Milwaukee,3150 S 49th St,4.0,0.0,True,False,False,False,2021,4,12,49,0
2184432,2184432,06-Dec-21,District of Columbia,Washington,800 Southern Avenue SE,0.0,2.0,False,False,True,False,2021,4,12,49,0
2184011,2184011,06-Dec-21,Texas,Houston,8650 Pitner Rd,0.0,2.0,False,True,False,False,2021,4,12,49,0
2183233,2183233,06-Dec-21,Illinois,Chicago,3715 N Lockwood Ave,0.0,1.0,False,False,True,False,2021,4,12,49,0
2184486,2184486,06-Dec-21,New York,Poughkeepsie,32 N White St,0.0,1.0,True,False,False,False,2021,4,12,49,0
2183685,2183685,06-Dec-21,California,Los Angeles,1500 block of E Denni St,1.0,2.0,True,True,False,False,2021,4,12,49,0
2183733,2183733,06-Dec-21,Virginia,Portsmouth,1500 Airline Blvd,0.0,1.0,False,True,False,False,2021,4,12,49,0
2184117,2184117,06-Dec-21,Georgia,Savannah (Garden City),4309 Augusta Rd,1.0,0.0,False,True,False,False,2021,4,12,49,0
2184225,2184225,06-Dec-21,Illinois,Chicago,1953 S Homan Ave,0.0,1.0,False,False,True,False,2021,4,12,49,0
1923188,1923188,06-Feb-21,Washington,Spokane (Spokane Valley),900 block of S Beige Rd,1.0,0.0,False,True,False,False,2021,1,2,5,5
1923224,1923224,06-Feb-21,North Carolina,Hollister,Bobolink Trl,1.0,0.0,True,False,True,False,2021,1,2,5,5
1923715,1923715,06-Feb-21,North Carolina,Elon,Altamahaw Church St,1.0,0.0,False,False,True,False,2021,1,2,5,5
1921939,1921939,06-Feb-21,Tennessee,Murfreesboro,Ewing Blvd and West St,1.0,4.0,False,False,False,True,2021,1,2,5,5
1921768,1921768,06-Feb-21,Illinois,Bloomingdale,250 W Schick Rd,1.0,5.0,False,False,False,True,2021,1,2,5,5
1922354,1922354,06-Feb-21,Washington,Tacoma,3634 E McKinley Ave,1.0,3.0,False,False,False,True,2021,1,2,5,5
1922899,1922899,06-Feb-21,New Jersey,Newark,300 block of Woodside Ave,0.0,1.0,False,True,False,False,2021,1,2,5,5
1922815,1922815,06-Feb-21,Montana,Saint Regis,21 Upper 7 Mile Rd,3.0,0.0,True,False,False,False,2021,1,2,5,5
1922570,1922570,06-Feb-21,Texas,Houston,1501 McKinney St,0.0,1.0,False,True,False,False,2021,1,2,5,5
1923786,1923786,06-Feb-21,Louisiana,Thibodaux,1100 block of Tiger Dr,0.0,4.0,False,True,False,True,2021,1,2,5,5
1923643,1923643,06-Feb-21,Illinois,Danville,English St and Koehn Dr,0.0,1.0,False,True,False,False,2021,1,2,5,5
1922618,1922618,06-Feb-21,North Carolina,Charlotte,3340 E WT Harris Blvd,1.0,0.0,False,True,False,False,2021,1,2,5,5
1923315,1923315,06-Feb-21,Missouri,Saint Louis (Spanish Lake),12000 block of Garden Ln,0.0,1.0,True,False,True,False,2021,1,2,5,5
1922252,1922252,06-Feb-21,Illinois,Peoria,2700 block of West Trewyn Ave,0.0,1.0,False,True,False,False,2021,1,2,5,5
1922455,1922455,06-Feb-21,Nevada,North Las Vegas,1600 block of Davis Pl,1.0,2.0,False,True,False,False,2021,1,2,5,5
1921827,1921827,06-Feb-21,Wisconsin,Milwaukee,2800 block of W Wells St,1.0,1.0,False,True,False,False,2021,1,2,5,5
1925009,1925009,06-Feb-21,Illinois,Kankakee,400 block of E Oak St,0.0,2.0,False,False,True,False,2021,1,2,5,5
1923526,1923526,06-Feb-21,New Mexico,Roswell,800 block of E 5th St,0.0,1.0,False,True,False,False,2021,1,2,5,5
1922575,1922575,06-Feb-21,Texas,Houston,3700 block of Faulkner St,0.0,1.0,False,True,False,False,2021,1,2,5,5
1922771,1922771,06-Feb-21,Ohio,Cincinnati,Colerain Ave and Commons Cir,0.0,2.0,False,True,False,False,2021,1,2,5,5
1922586,1922586,06-Feb-21,Texas,Houston,6300 block of Telephone Rd,1.0,1.0,False,True,False,False,2021,1,2,5,5
1939646,1939646,06-Feb-21,Tennessee,Jackson,N Highland Ave and Ashport Rd,1.0,0.0,False,True,False,False,2021,1,2,5,5
2228863,2228863,06-Feb-22,South Carolina,Columbia,310 Ross Rd,1.0,0.0,False,True,False,False,2022,1,2,5,6
2228157,2228157,06-Feb-22,Michigan,Lansing,4405 S Martin Luther King Jr Blvd,0.0,1.0,False,True,False,False,2022,1,2,5,6
2228383,2228383,06-Feb-22,Illinois,Chicago,6700 block of S May St,0.0,1.0,False,True,False,False,2022,1,2,5,6
2228979,2228979,06-Feb-22,Illinois,Romeoville,735 N Center Blvd,0.0,5.0,False,False,False,True,2022,1,2,5,6
2228076,2228076,06-Feb-22,Missouri,Saint Louis (Spanish Lake),1200 block of Scott Ave,0.0,2.0,True,False,True,False,2022,1,2,5,6
2228335,2228335,06-Feb-22,Louisiana,Shreveport,400 block of Flournoy Lucas Rd,1.0,0.0,False,True,False,False,2022,1,2,5,6
2228439,2228439,06-Feb-22,Arizona,Phoenix,65th Ave and Thomas Rd,1.0,1.0,False,True,False,False,2022,1,2,5,6
2228510,2228510,06-Feb-22,California,Fresno,S Clara Ave and E Lorena Ave,2.0,2.0,False,True,False,True,2022,1,2,5,6
2227759,2227759,06-Feb-22,Florida,Fort Lauderdale,5280 FL-7,0.0,4.0,False,False,False,True,2022,1,2,5,6
2235805,2235805,06-Feb-22,California,Lynwood,3310 block of Euclid Ave,1.0,0.0,False,True,False,False,2022,1,2,5,6
2229118,2229118,06-Feb-22,Montana,Billings,231 Main St,1.0,1.0,False,True,False,False,2022,1,2,5,6
2227993,2227993,06-Feb-22,North Carolina,Durham,1400 block of Wabash St,0.0,1.0,False,True,False,False,2022,1,2,5,6
2228635,2228635,06-Feb-22,Texas,Killeen,2900 block of Zephyr Rd,0.0,2.0,False,True,False,False,2022,1,2,5,6
2227862,2227862,06-Feb-22,California,Palmdale,38000 block of 15th East St,0.0,1.0,False,True,False,False,2022,1,2,5,6
2227683,2227683,06-Feb-22,Illinois,Chicago,1565 N Milwaukee Ave,0.0,1.0,False,False,True,False,2022,1,2,5,6
2227864,2227864,06-Feb-22,Kentucky,Lexington,572 N Upper St,2.0,0.0,True,False,False,False,2022,1,2,5,6
2227823,2227823,06-Feb-22,Pennsylvania,Philadelphia,1600 block of Ontario St,0.0,1.0,False,True,False,False,2022,1,2,5,6
2228614,2228614,06-Feb-22,Florida,Sarasota,Palmadelia Ave and 22nd St,1.0,2.0,True,True,False,False,2022,1,2,5,6
2227828,2227828,06-Feb-22,Pennsylvania,Philadelphia,3658 Aramingo Ave,0.0,1.0,True,False,False,False,2022,1,2,5,6
2228962,2228962,06-Feb-22,North Carolina,Robersonville,8000 Prison Camp Rd,0.0,1.0,False,True,False,False,2022,1,2,5,6
2228019,2228019,06-Feb-22,Illinois,Chicago,5600 block of S Christiana Ave,0.0,2.0,False,True,False,False,2022,1,2,5,6
2228183,2228183,06-Feb-22,Alabama,Madison,8598 Hwy 72 W,0.0,1.0,False,False,True,False,2022,1,2,5,6
2228469,2228469,06-Feb-22,New Jersey,Bridgeton,Falcon St,0.0,1.0,True,False,True,False,2022,1,2,5,6
2227729,2227729,06-Feb-22,Florida,Jacksonville,1400 Seawolf Trail N,0.0,1.0,False,True,True,False,2022,1,2,5,6
2228455,2228455,06-Feb-22,Maryland,Baltimore,2800 block of Rosalind Ave,0.0,1.0,False,False,True,False,2022,1,2,5,6
2228660,2228660,06-Feb-22,North Carolina,Wilmington,200 block of North 31st St,0.0,4.0,True,True,False,True,2022,1,2,5,6
2228665,2228665,06-Feb-22,Texas,Houston,9800 block of Meadowglen Ln,0.0,1.0,False,True,False,False,2022,1,2,5,6
1896384,1896384,06-Jan-21,Texas,Livingston,201 Maple Ln,2.0,2.0,True,False,False,True,2021,1,1,1,2
1896076,1896076,06-Jan-21,Louisiana,Eunice,700 block of Lewis St,0.0,1.0,False,True,False,False,2021,1,1,1,2
1896252,1896252,06-Jan-21,Virginia,Manassas,10010 Ellis Rd,3.0,3.0,False,True,False,True,2021,1,1,1,2
1896182,1896182,06-Jan-21,Illinois,Chicago,7000 block of Winchester Ave,0.0,1.0,False,True,False,False,2021,1,1,1,2
1896176,1896176,06-Jan-21,Illinois,Chicago,7200 block of S South Chicago Ave,0.0,1.0,False,True,False,False,2021,1,1,1,2
1896973,1896973,06-Jan-21,Louisiana,Alexandria,200 block of Mary Ln,0.0,1.0,False,True,True,False,2021,1,1,1,2
1897071,1897071,06-Jan-21,Missouri,Saint Louis,Utah St and Ohio St,0.0,1.0,False,False,True,False,2021,1,1,1,2
1897150,1897150,06-Jan-21,Illinois,Galesburg,739 S Henderson St,1.0,0.0,False,True,False,False,2021,1,1,1,2
1896224,1896224,06-Jan-21,Pennsylvania,Pittsburgh,1300 block of Franklin Ave,1.0,0.0,False,True,True,False,2021,1,1,1,2
1896410,1896410,06-Jan-21,Georgia,Cleveland,68 E Kytle St,0.0,1.0,False,False,True,False,2021,1,1,1,2
1896249,1896249,06-Jan-21,Mississippi,Pascagoula,3300 block of Argentina St,1.0,0.0,False,True,True,False,2021,1,1,1,2
2205398,2205398,06-Jan-22,Wisconsin,Milwaukee,2645 N 36th St,1.0,1.0,False,True,False,False,2022,1,1,1,3
